code_dept_commune,code_departement,code_commune_INSEE,nom_commune,nb_arrets
73-73308,73,73308,Venthon,16
26-26092,26,26092,Chavannes,16
57-57288,57,57288,Ham-sous-Varsberg,16
50-50436,50,50436,Romagny Fontenay,16
37-37251,37,37251,Souvigné,16
57-57764,57,57764,Zoufftgen,16
57-57564,57,57564,Réchicourt-le-Château,16
58-58225,58,58225,Saincaize-Meauce,16
14-14349,14,14349,Laize-Clinchamps,16
68-68296,68,68296,Saint-Hippolyte,16
34-34187,34,34187,Olargues,16
47-47015,47,47015,Astaffort,16
04-04226,04,04226,Uvernet-Fours,16
14-14354,14,14354,Langrune-sur-Mer,16
57-57556,57,57556,Puttelange-aux-Lacs,16
63-63455,63,63455,Veyre-Monton,16
76-76532,76,76532,Rocquemont,16
72-72185,72,72185,Mareil-sur-Loir,16
34-34281,34,34281,Saint-Pargoire,16
37-37074,37,37074,Chouzé-sur-Loire,16
14-14745,14,14745,Vierville-sur-Mer,16
74-74157,74,74157,Lyaud,16
59-59480,59,59480,Quérénaing,16
50-50042,50,50042,Beauvoir,16
26-26107,26,26107,Crépol,16
84-84133,84,84133,Tour-d'Aigues,16
60-60432,60,60432,Mortefontaine,16
60-60439,60,60439,Mouy,16
54-54295,54,54295,Landres,16
68-68262,68,68262,Ranspach,16
57-57760,57,57760,Zetting,16
57-57665,57,57665,Tenteling,16
26-26059,26,26059,Bouvante,16
60-60592,60,60592,Saint-Pierre-es-Champs,16
62-62045,62,62045,Aubigny-en-Artois,16
76-76738,76,76738,Vieux-Manoir,16
76-76684,76,76684,Tancarville,16
29-29073,29,29073,Guimaëc,16
31-31409,31,31409,Péchabou,16
39-39411,39,39411,Perrigny,16
53-53033,53,53033,Boissière,16
14-14408,14,14408,May-sur-Orne,16
26-26041,26,26041,Beausemblant,16
85-85024,85,85024,Bois-de-Céné,16
26-26032,26,26032,Baume-Cornillane,16
37-37130,37,37130,Ligueil,16
68-68223,68,68223,Muhlbach-sur-Munster,16
29-29003,29,29003,Audierne,16
68-68217,68,68217,Moosch,16
66-66014,66,66014,Baixas,16
59-59389,59,59389,Masnières,16
45-45327,45,45327,Traînou,16
59-59455,59,59455,Paillencourt,16
57-57577,57,57577,Reyersviller,16
72-72170,72,72170,Louvigny,16
37-37138,37,37138,Lussault-sur-Loire,16
26-26077,26,26077,Charmes-sur-l'Herbasse,16
01-01304,01,01304,Pont-d'Ain,16
57-57742,57,57742,Walscheid,16
31-31287,31,31287,Lavernose-Lacasse,16
57-57733,57,57733,Volstroff,16
62-62059,62,62059,Autingues,16
28-28419,28,28419,Vitray-en-Beauce,16
31-31303,31,31303,Longages,16
41-41154,41,41154,Morée,16
68-68060,68,68060,Burnhaupt-le-Haut,16
85-85218,85,85218,Saint-Georges-de-Pointindoux,16
76-76563,76,76563,Saint-Aubin-Routot,16
79-79270,79,79270,Saint-Maixent-l'École,16
14-14658,14,14658,Noues de Sienne,16
80-80092,80,80092,Bertangles,16
63-63468,63,63468,Vollore-Montagne,16
68-68315,68,68315,Soultz-Haut-Rhin,16
84-84090,84,84090,Peypin-d'Aigues,16
63-63223,63,63223,Menat,16
57-57515,57,57515,Novéant-sur-Moselle,16
22-22025,22,22025,Callac,16
01-01320,01,01320,Replonges,16
04-04242,04,04242,Villeneuve,16
84-84064,84,84064,Lapalud,16
78-78615,78,78615,Thiverval-Grignon,16
26-26211,26,26211,Montségur-sur-Lauzon,16
85-85078,85,85078,Damvix,16
90-90015,90,90015,Botans,16
57-57469,57,57469,Mittersheim,16
77-77521,77,77521,Villiers-sur-Morin,16
67-67478,67,67478,Steinbourg,16
57-57093,57,57093,Blies-Guersviller,16
53-53236,53,53236,Saint-Mars-du-Désert,16
59-59348,59,59348,Lieu-Saint-Amand,16
63-63258,63,63258,Olliergues,16
57-57097,57,57097,Boulay-Moselle,16
28-28350,28,28350,Saint-Luperce,16
63-63213,63,63213,Martres-d'Artière,16
26-26219,26,26219,Mureils,16
84-84094,84,84094,Puyméras,16
77-77107,77,77107,Chaumes-en-Brie,16
40-40197,40,40197,Morcenx,16
22-22249,22,22249,Pont-Melvez,16
68-68173,68,68173,Labaroche,16
53-53072,53,53072,Commer,16
35-35094,35,35094,Dingé,16
78-78317,78,78317,Jambville,16
40-40181,40,40181,Messanges,16
07-07153,07,07153,Mayres,16
57-57060,57,57060,Bénestroff,16
03-03275,03,03275,Souvigny,16
57-57061,57,57061,Béning-lès-Saint-Avold,16
30-30330,30,30330,Tornac,16
14-14591,14,14591,Aure sur Mer,16
57-57505,57,57505,Niderviller,16
22-22250,22,22250,Pontrieux,16
40-40207,40,40207,Oeyreluy,16
22-22020,22,22020,Broons,16
33-33229,33,33229,Lanton,16
54-54462,54,54462,Rosières-aux-Salines,16
14-14578,14,14578,Saint-Gatien-des-Bois,16
67-67500,67,67500,Urmatt,16
89-89348,89,89348,Saint-Julien-du-Sault,16
62-62170,62,62170,Bouvigny-Boyeffles,16
62-62169,62,62169,Bouvelinghem,16
49-49003,49,49003,Tuffalun,16
21-21154,21,21154,Châtillon-sur-Seine,16
07-07247,07,07247,Saint-Jean-le-Centenier,16
73-73268,73,73268,Saint-Paul-sur-Isère,16
62-62151,62,62151,Boisleux-au-Mont,16
57-57550,57,57550,Porcelette,16
57-57156,57,57156,Courcelles-sur-Nied,16
59-59054,59,59054,Bavinchove,16
79-79125,79,79125,Fors,16
77-77070,77,77070,Chailly-en-Brie,16
62-62162,62,62162,Bourecq,16
62-62161,62,62161,Bouquehault,16
76-76492,76,76492,Ouville-la-Rivière,16
66-66069,66,66069,Espira-de-l'Agly,16
14-14294,14,14294,Garcelles-Secqueville,16
62-62796,62,62796,Simencourt,16
26-26185,26,26185,Mirmande,16
26-26194,26,26194,Montchenu,16
45-45258,45,45258,Puiseaux,16
61-61456,61,61456,Saint-Sulpice-sur-Risle,16
85-85169,85,85169,Palluau,16
26-26189,26,26189,Montauban-sur-l'Ouvèze,16
66-66053,66,66053,Collioure,16
89-89309,89,89309,Pont-sur-Yonne,16
42-42056,42,42056,Chavanay,16
25-25578,25,25578,Valdahon,16
14-14290,14,14290,Fresney-le-Puceux,16
62-62144,62,62144,Boiry-Becquerelle,16
79-79116,79,79116,Faye-l'Abbesse,16
07-07297,07,07297,Saint-Sylvestre,16
41-41016,41,41016,Billy,16
35-35327,35,35327,Servon-sur-Vilaine,15
83-83058,83,83058,Flayosc,15
62-62899,62,62899,Wissant,15
95-95353,95,95353,Maffliers,15
80-80274,80,80274,Eppeville,15
27-27661,27,27661,Trinité-de-Thouberville,15
63-63327,63,63327,Saint-Bonnet-près-Riom,15
34-34052,34,34052,Capestang,15
03-03206,03,03206,Petite-Marche,15
80-80680,80,80680,Rosières-en-Santerre,15
59-59405,59,59405,Mœuvres,15
34-34061,34,34061,Causses-et-Veyran,15
59-59117,59,59117,Bugnicourt,15
78-78497,78,78497,Poigny-la-Forêt,15
59-59266,59,59266,Gondecourt,15
74-74070,74,74070,Chens-sur-Léman,15
62-62901,62,62901,Wittes,15
49-49045,49,49045,Breille-les-Pins,15
22-22206,22,22206,Plouagat,15
59-59195,59,59195,Englos,15
05-05065,05,05065,Guillestre,15
72-72218,72,72218,Neuvillette-en-Charnie,15
59-59181,59,59181,Dourlers,15
86-86092,86,86092,Dangé-Saint-Romain,15
59-59496,59,59496,Rejet-de-Beaulieu,15
59-59517,59,59517,Rues-des-Vignes,15
53-53078,53,53078,Coudray,15
59-59516,59,59516,Rubrouck,15
35-35144,35,35144,Langan,15
59-59323,59,59323,Jenlain,15
34-34160,34,34160,Mons,15
72-72210,72,72210,Montreuil-le-Henri,15
50-50209,50,50209,Gonneville-Le Theil,15
74-74249,74,74249,Saint-Paul-en-Chablais,15
22-22199,22,22199,Pleumeur-Gautier,15
87-87166,87,87166,Saint-Martin-le-Vieux,15
87-87167,87,87167,Saint-Martin-Terressus,15
48-48140,48,48140,Saint-Chély-d'Apcher,15
35-35122,35,35122,Gouesnière,15
34-34135,34,34135,Lespignan,15
34-34146,34,34146,Lunel-Viel,15
22-22004,22,22004,Bégard,15
38-38057,38,38057,Bresson,15
59-59194,59,59194,Englefontaine,15
63-63212,63,63212,Marsat,15
21-21295,21,21295,Gevrey-Chambertin,15
72-72265,72,72265,Saint-Aignan,15
34-34178,34,34178,Murviel-lès-Béziers,15
78-78522,78,78522,Rochefort-en-Yvelines,15
01-01238,01,01238,Massieux,15
59-59261,59,59261,Glageon,15
05-05056,05,05056,Forest-Saint-Julien,15
27-27565,27,27565,Lesme,15
59-59391,59,59391,Mastaing,15
59-59113,59,59113,Bruille-lez-Marchiennes,15
34-34227,34,34227,Restinclières,15
01-01007,01,01007,Ambronay,15
76-76017,76,76017,Anglesqueville-l'Esneval,15
34-34225,34,34225,Puisserguier,15
22-22182,22,22182,Plélo,15
01-01180,01,01180,Grilly,15
05-05011,05,05011,Avançon,15
72-72289,72,72289,Sainte-Jamme-sur-Sarthe,15
59-59109,59,59109,Brillon,15
59-59466,59,59466,Pont-à-Marcq,15
74-74126,74,74126,Fessy,15
74-74138,74,74138,Gruffy,15
27-27685,27,27685,Vieille-Lyre,15
72-72112,72,72112,Dangeul,15
59-59531,59,59531,Saint-Benin,15
35-35012,35,35012,Bain-de-Bretagne,15
28-28149,28,28149,Ferté-Vidame,15
72-72273,72,72273,Saint-Christophe-du-Jambet,15
68-68254,68,68254,Petit-Landau,15
62-62495,62,62495,Ledinghem,15
71-71294,71,71294,Mercurey,15
57-57481,57,57481,Montois-la-Montagne,15
77-77203,77,77203,Germigny-l'Évêque,15
57-57560,57,57560,Racrange,15
62-62800,62,62800,Souastre,15
65-65320,65,65320,Montgaillard,15
78-78143,78,78143,Châteaufort,15
62-62673,62,62673,Quéant,15
67-67361,67,67361,Olwisheim,15
78-78140,78,78140,Chapet,15
01-01134,01,01134,Crottet,15
31-31572,31,31572,Venerque,15
40-40134,40,40134,Labouheyre,15
46-46128,46,46128,Gramat,15
61-61233,61,61233,Lonlay-le-Tesson,15
76-76613,76,76613,Saint-Martin-aux-Buneaux,15
79-79137,79,79137,Granzay-Gript,15
68-68146,68,68146,Houssen,15
02-02785,02,02785,Vermand,15
90-90067,90,90067,Menoncourt,15
31-31478,31,31478,Saint-Félix-Lauragais,15
25-25575,25,25575,Vaire,15
90-90023,90,90023,Chaux,15
66-66002,66,66002,Alénya,15
68-68095,68,68095,Fortschwihr,15
57-57416,57,57416,Lorry-Mardigny,15
76-76663,76,76663,Sassetot-le-Mauconduit,15
54-54497,54,54497,Saxon-Sion,15
61-61040,61,61040,Bellou-en-Houlme,15
50-50599,50,50599,Tollevast,15
79-79289,79,79289,Saint-Pierre-des-Échaubrognes,15
65-65087,65,65087,Bertren,15
79-79285,79,79285,Saint-Pardoux,15
62-62383,62,62383,Gouy-sous-Bellonne,15
67-67319,67,67319,Neuhaeusel,15
58-58250,58,58250,Saint-Léger-des-Vignes,15
14-14026,14,14026,Audrieu,15
68-68286,68,68286,Rosenau,15
60-60450,60,60450,Neuilly-en-Thelle,15
78-78193,78,78193,Dampierre-en-Yvelines,15
62-62349,62,62349,Fouquereuil,15
54-54270,54,54270,Hussigny-Godbrange,15
07-07143,07,07143,Limony,15
90-90089,90,90089,Rougemont-le-Château,15
58-58059,58,58059,Charité-sur-Loire,15
02-02719,02,02719,Sinceny,15
33-33037,33,33037,Beautiran,15
60-60513,60,60513,Précy-sur-Oise,15
02-02361,02,02361,Guise,15
08-08490,08,08490,Vouziers,15
57-57731,57,57731,Volmerange-les-Mines,15
11-11122,11,11122,Douzens,15
77-77221,77,77221,Guermantes,15
78-78162,78,78162,Choisel,15
60-60598,60,60598,Saint-Sulpice,15
08-08357,08,08357,Remilly-Aillicourt,15
60-60644,60,60644,Trie-Château,15
77-77206,77,77206,Giremoutiers,15
66-66011,66,66011,Bages,15
54-54513,54,54513,Tantonville,15
57-57388,57,57388,Launstroff,15
77-77512,77,77512,Villeneuve-sur-Bellot,15
77-77026,77,77026,Beauchery-Saint-Martin,15
11-11269,11,11269,Ouveillan,15
41-41233,41,41233,Sambin,15
29-29105,29,29105,Landivisiau,15
77-77039,77,77039,Boissise-la-Bertrand,15
02-02315,02,02315,Flavy-le-Martel,15
77-77045,77,77045,Bougligny,15
62-62125,62,62125,Beuvrequen,15
31-31160,31,31160,Daux,15
42-42168,42,42168,Pélussin,15
67-67532,67,67532,Willgottheim,15
01-01027,01,01027,Balan,15
77-77060,77,77060,Buthiers,15
67-67408,67,67408,Romanswiller,15
26-26149,26,26149,Hostun,15
62-62145,62,62145,Boiry-Notre-Dame,15
57-57194,57,57194,Entrange,15
77-77065,77,77065,Cély,15
27-27242,27,27242,Fidelaire,15
62-62191,62,62191,Caffiers,15
57-57134,57,57134,Châtel-Saint-Germain,15
53-53182,53,53182,Port-Brillet,15
29-29134,29,29134,Locronan,15
57-57123,57,57123,Carling,15
31-31036,31,31036,Auzielle,15
14-14277,14,14277,Fontenay-le-Marmion,15
53-53177,53,53177,Pellerine,15
62-62087,62,62087,Bayenghem-lès-Éperlecques,15
80-80570,80,80570,Moreuil,15
01-01118,01,01118,Corbonod,15
95-95446,95,95446,Nesles-la-Vallée,15
03-03040,03,03040,Bressolles,15
30-30271,30,30271,Saint-Julien-de-Cassagnas,15
71-71292,71,71292,Mellecey,15
90-90062,90,90062,Larivière,15
80-80630,80,80630,Poix-de-Picardie,15
54-54542,54,54542,Valleroy,15
62-62029,62,62029,Amettes,15
68-68015,68,68015,Baldersheim,15
76-76726,76,76726,Vattetot-sur-Mer,15
14-14460,14,14460,Moyaux,15
77-77129,77,77129,Coulombs-en-Valois,15
26-26258,26,26258,Puy-Saint-Martin,15
45-45185,45,45185,Lombreuil,15
31-31315,31,31315,Mane,15
31-31299,31,31299,Lherm,15
31-31285,31,31285,Lavalette,15
41-41192,41,41192,Roches-l'Évêque,15
31-31271,31,31271,Lanta,15
53-53013,53,53013,Averton,15
31-31255,31,31255,Labroquère,15
62-62236,62,62236,Contes,15
85-85105,85,85105,Gué-de-Velluire,15
67-67434,67,67434,Sarre-Union,15
31-31249,31,31249,Labastide-Beauvoir,15
33-33083,33,33083,Camarsac,15
60-60562,60,60562,Sacy-le-Grand,15
62-62388,62,62388,Grigny,15
76-76418,76,76418,Maulévrier-Sainte-Gertrude,15
02-02807,02,02807,Villequier-Aumont,15
91-91319,91,91319,Janvry,15
91-91293,91,91293,Guigneville-sur-Essonne,15
81-81039,81,81039,Briatexte,15
79-79100,79,79100,Coulon,15
33-33352,33,33352,Réole,15
76-76317,76,76317,Grainville-Ymauville,15
91-91215,91,91215,Épinay-sous-Sénart,15
38-38418,38,38418,Sainte-Marie-du-Mont,15
54-54080,54,54080,Blénod-lès-Toul,15
13-13058,13,13058,Maussane-les-Alpilles,15
60-60069,60,60069,Betz,15
02-02011,02,02011,Ambleny,15
38-38435,38,38435,Saint-Pancrasse,15
16-16167,16,16167,Jarnac,15
88-88519,88,88519,Voivre,15
51-51525,51,51525,Sarry,15
02-02253,02,02253,Cuisy-en-Almont,15
38-38471,38,38471,Sappey-en-Chartreuse,15
13-13074,13,13074,Peyrolles-en-Provence,15
62-62415,62,62415,Haute-Avesnes,15
15-15252,15,15252,Velzic,15
15-15233,15,15233,Teissières-de-Cornet,15
76-76392,76,76392,Londinières,15
77-77417,77,77417,Saint-Léger,15
33-33412,33,33412,Saint-Germain-d'Esteuil,15
62-62847,62,62847,Verquigneul,15
54-54040,54,54040,Badonviller,15
28-28213,28,28213,Lormaye,15
91-91581,91,91581,Saint-Yon,15
62-62588,62,62588,Montreuil,15
59-59578,59,59578,Steenbecque,15
48-48018,48,48018,Barjac,15
76-76085,76,76085,Bertreville-Saint-Ouen,15
88-88134,88,88134,Dinozé,15
76-76111,76,76111,Bois-l'Évêque,15
50-50523,50,50523,Sainte-Mère-Église,15
49-49370,49,49370,Verrie,15
91-91469,91,91469,Ormoy-la-Rivière,15
76-76122,76,76122,Callengeville,15
62-62515,62,62515,Ligny-Thilloy,15
04-04174,04,04174,Saint-Benoît,15
62-62512,62,62512,Ligny-lès-Aire,15
76-76135,76,76135,Bouville,15
95-95592,95,95592,Seraincourt,15
17-17218,17,17218,Marans,15
80-80318,80,80318,Flixecourt,15
62-62508,62,62508,Lières,15
59-59630,59,59630,Wahagnies,15
05-05177,05,05177,Vars,15
76-76200,76,76200,Critot,15
2B-2B150,2B,2B150,Lumio,15
82-82050,82,82050,Dunes,15
11-11012,11,11012,Argeliers,15
62-62185,62,62185,Bullecourt,15
68-68329,68,68329,Stosswihr,15
89-89265,89,89265,Montigny-la-Resle,15
60-60223,60,60223,Estrées-Saint-Denis,15
60-60260,60,60260,Fresnoy-la-Rivière,15
54-54136,54,54136,Conflans-en-Jarnisy,15
15-15138,15,15138,Murat,15
25-25197,25,25197,Deluz,15
62-62821,62,62821,Tingry,15
59-59029,59,59029,Auchy-lez-Orchies,15
30-30040,30,30040,Blandas,15
89-89195,89,89195,Gron,15
06-06153,06,06153,Valdeblore,15
78-78238,78,78238,Flins-sur-Seine,15
30-30045,30,30045,Bordezac,15
84-84068,84,84068,Lourmarin,15
60-60286,60,60286,Grandvilliers,15
84-84069,84,84069,Malaucène,15
59-59055,59,59055,Bazuel,15
27-27391,27,27391,Marcilly-sur-Eure,15
60-60330,60,60330,Laboissière-en-Thelle,15
25-25084,25,25084,Boussières,15
28-28375,28,28375,Serville,15
02-02397,02,02397,Jussy,15
54-54135,54,54135,Colombey-les-Belles,15
30-30060,30,30060,Caissargues,15
62-62651,62,62651,Penin,15
50-50565,50,50565,Sartilly-Baie-Bocage,15
02-02371,02,02371,Harly,15
45-45062,45,45062,Cercottes,14
57-57079,57,57079,Bibiche,14
45-45244,45,45244,Ouzouer-sur-Loire,14
77-77117,77,77117,Citry,14
77-77237,77,77237,Jossigny,14
73-73244,73,73244,Saint-Jean-de-Belleville,14
77-77425,77,77425,Saint-Martin-en-Bière,14
79-79058,79,79058,Brûlain,14
45-45196,45,45196,Mareau-aux-Prés,14
13-13003,13,13003,Alleins,14
12-12197,12,12197,Réquista,14
79-79051,79,79051,Breuil-Bernard,14
55-55573,55,55573,Void-Vacon,14
02-02077,02,02077,Berzy-le-Sec,14
77-77448,77,77448,Sept-Sorts,14
77-77114,77,77114,Chevry-Cossigny,14
78-78655,78,78655,Vieille-Église-en-Yvelines,14
77-77109,77,77109,Chenoise,14
77-77309,77,77309,Monthyon,14
55-55123,55,55123,Hauts-de-Chée,14
12-12225,12,12225,Saint-Georges-de-Luzençon,14
57-57072,57,57072,Bettelainville,14
53-53087,53,53087,Cropte,14
12-12243,12,12243,Saint-Rome-de-Cernon,14
77-77436,77,77436,Saint-Siméon,14
35-35319,35,35319,Saint-Thurial,14
13-13013,13,13013,Belcodène,14
42-42166,42,42166,Parigny,14
57-57074,57,57074,Bettviller,14
56-56081,56,56081,Guiscriff,14
13-13115,13,13115,Vernègues,14
95-95504,95,95504,Presles,14
50-50031,50,50031,Barneville-Carteret,14
11-11299,11,11299,Preixan,14
55-55254,55,55254,Trois-Domaines,14
53-53200,53,53200,Saint-Baudelle,14
77-77127,77,77127,Coubert,14
81-81063,81,81063,Castelnau-de-Lévis,14
42-42266,42,42266,Saint-Nizier-de-Fornas,14
91-91175,91,91175,Corbreuse,14
55-55519,55,55519,Tronville-en-Barrois,14
59-59244,59,59244,Fontaine-Notre-Dame,14
56-56241,56,56241,Sauzon,14
14-14162,14,14162,Clécy,14
14-14160,14,14160,Cintheaux,14
78-78618,78,78618,Tilly,14
56-56232,56,56232,Saint-Perreux,14
80-80186,80,80186,Chaulnes,14
77-77159,77,77159,Donnemarie-Dontilly,14
45-45008,45,45008,Artenay,14
43-43049,43,43049,Chamalières-sur-Loire,14
77-77172,77,77172,Esmans,14
01-01446,01,01446,Villeneuve,14
73-73063,73,73063,Cevins,14
53-53189,53,53189,Rennes-en-Grenouilles,14
91-91069,91,91069,Boigneville,14
06-06141,06,06141,Toudon,14
77-77178,77,77178,Faÿ-lès-Nemours,14
02-02298,02,02298,Étreux,14
09-09157,09,09157,Laroque-d'Olmes,14
91-91198,91,91198,D'Huison-Longueville,14
06-06135,06,06135,Sigale,14
57-57021,57,57021,Ancy-Dornot,14
73-73201,73,73201,Planay,14
49-49205,49,49205,Miré,14
91-91041,91,91041,Avrainville,14
77-77126,77,77126,Congis-sur-Thérouanne,14
56-56168,56,56168,Plouharnel,14
59-59198,59,59198,Eppe-Sauvage,14
02-02190,02,02190,Chivres-Val,14
55-55332,55,55332,Menaucourt,14
91-91333,91,91333,Leuville-sur-Orge,14
45-45093,45,45093,Chevilly,14
77-77381,77,77381,Quiers,14
81-81101,81,81101,Garric,14
56-56264,56,56264,Kernascléden,14
55-55551,55,55551,Vigneulles-lès-Hattonchâtel,14
77-77463,77,77463,Thomery,14
77-77141,77,77141,Coutevroult,14
02-02212,02,02212,Condren,14
08-08457,08,08457,Tournes,14
02-02218,02,02218,Coucy-lès-Eppes,14
81-81002,81,81002,Aiguefonde,14
13-13091,13,13091,Saint-Cannat,14
77-77208,77,77208,Gouaix,14
53-53093,53,53093,Dorée,14
06-06101,06,06101,Rigaud,14
81-81115,81,81115,Labastide-Rouairoux,14
19-19101,19,19101,Laguenne,14
15-15101,15,15101,Laveissière,14
74-74219,74,74219,Quintal,14
53-53231,53,53231,Saint-Laurent-des-Mortiers,14
76-76434,76,76434,Mesnil-Raoul,14
53-53142,53,53142,Madré,14
54-54125,54,54125,Chenevières,14
76-76412,76,76412,Martainville-Épreville,14
38-38566,38,38566,Vourey,14
76-76404,76,76404,Manéglise,14
76-76394,76,76394,Longroy,14
19-19073,19,19073,Égletons,14
38-38472,38,38472,Sarcenas,14
78-78320,78,78320,Jeufosse,14
79-79298,79,79298,Saint-Symphorien,14
15-15094,15,15094,Laroquebrou,14
76-76493,76,76493,Paluel,14
11-11288,11,11288,Pezens,14
58-58286,58,58286,Tannay,14
10-10035,10,10035,Bayel,14
79-79281,79,79281,Saint-Maxire,14
01-01301,01,01301,Polliat,14
58-58149,58,58149,Luzy,14
54-54253,54,54253,Hatrize,14
74-74152,74,74152,Lovagny,14
58-58295,58,58295,Tracy-sur-Loire,14
49-49012,49,49012,Aubigné-sur-Layon,14
76-76535,76,76535,Roncherolles-en-Bray,14
54-54222,54,54222,Gerbéviller,14
15-15003,15,15003,Ally,14
11-11088,11,11088,Cazilhac,14
87-87148,87,87148,Saint-Hilaire-Bonneval,14
19-19278,19,19278,Varetz,14
76-76329,76,76329,Gruchet-le-Valasse,14
54-54089,54,54089,Bouxières-aux-Chênes,14
88-88487,88,88487,Val-d'Ajol,14
53-53272,53,53272,Villepail,14
17-17275,17,17275,Pessines,14
54-54010,54,54010,Allamps,14
88-88054,88,88054,Bertrimoutier,14
82-82125,82,82125,Montech,14
88-88178,88,88178,Forges,14
59-59075,59,59075,Béthencourt,14
88-88148,88,88148,Dommartin-lès-Remiremont,14
38-38424,38,38424,Saint-Maurice-en-Trièves,14
76-76100,76,76100,Blainville-Crevon,14
48-48009,48,48009,Peyre en Aubrac,14
76-76082,76,76082,Bernières,14
09-09070,09,09070,Cabannes,14
76-76054,76,76054,Bailly-en-Rivière,14
17-17443,17,17443,Thairé,14
17-17214,17,17214,Luchat,14
47-47285,47,47285,Samazan,14
02-02461,02,02461,Marest-Dampcourt,14
76-76208,76,76208,Cuy-Saint-Fiacre,14
17-17143,17,17143,Douhet,14
88-88284,88,88284,Mandray,14
76-76234,76,76234,Émanville,14
79-79095,79,79095,Clussais-la-Pommeraie,14
54-54059,54,54059,Belleau,14
88-88409,88,88409,Saint-Amé,14
16-16422,16,16422,Vouzan,14
53-53214,53,53214,Saint-Erblon,14
16-16415,16,16415,Vindelle,14
88-88426,88,88426,Saint-Maurice-sur-Moselle,14
01-01265,01,01265,Montréal-la-Cluse,14
82-82013,82,82013,Beaumont-de-Lomagne,14
16-16236,16,16236,Mouthiers-sur-Boëme,14
74-74122,74,74122,Faucigny,14
59-59102,59,59102,Boussières-en-Cambrésis,14
89-89483,89,89483,Voisines,14
02-02334,02,02334,Fresnoy-le-Grand,14
05-05084,05,05084,Montgardin,14
77-77006,77,77006,Arbonne-la-Forêt,14
09-09331,09,09331,Vernet,14
08-08180,08,08180,Francheville,14
41-41185,41,41185,Pruniers-en-Sologne,14
57-57314,57,57314,Héming,14
76-76748,76,76748,Vittefleur,14
57-57351,57,57351,Jury,14
57-57330,57,57330,Holving,14
79-79250,79,79250,Sainte-Gemme,14
37-37119,37,37119,Île-Bouchard,14
57-57333,57,57333,Hommarting,14
45-45333,45,45333,Vennecy,14
54-54540,54,54540,Val-et-Châtillon,14
57-57253,57,57253,Gondrexange,14
41-41262,41,41262,Tour-en-Sologne,14
87-87015,87,87015,Beynac,14
57-57250,57,57250,Goetzenbruck,14
53-53178,53,53178,Peuton,14
90-90049,90,90049,Foussemagne,14
57-57222,57,57222,Folkling,14
81-81124,81,81124,Lacaune,14
57-57204,57,57204,Failly,14
08-08194,08,08194,Glaire,14
57-57193,57,57193,Ennery,14
42-42059,42,42059,Chazelles-sur-Lyon,14
77-77069,77,77069,Chailly-en-Bière,14
57-57161,57,57161,Cutting,14
57-57155,57,57155,Courcelles-Chaussy,14
57-57146,57,57146,Coin-lès-Cuvry,14
55-55042,55,55042,Belleray,14
53-53172,53,53172,Origné,14
11-11240,11,11240,Montazels,14
58-58057,58,58057,Chantenay-Saint-Imbert,14
78-78152,78,78152,Chavenay,14
21-21103,21,21103,Brazey-en-Plaine,14
54-54383,54,54383,Mont-sur-Meurthe,14
57-57542,57,57542,Piblange,14
95-95213,95,95213,Épiais-Rhus,14
57-57544,57,57544,Plaine-de-Walsch,14
54-54352,54,54352,Maron,14
14-14676,14,14676,Sommervieu,14
74-74031,74,74031,Beaumont,14
57-57607,57,57607,Sainte-Barbe,14
57-57642,57,57642,Scy-Chazelles,14
57-57668,57,57668,Teting-sur-Nied,14
05-05103,05,05103,Poët,14
76-76571,76,76571,Sainte-Croix-sur-Buchy,14
78-78163,78,78163,Civry-la-Forêt,14
57-57511,57,57511,Norroy-le-Veneur,14
46-46109,46,46109,Fontanes,14
40-40217,40,40217,Parentis-en-Born,14
